====================================================== Fold 0: 
NTNcombined.Euodia NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Paul NTNcombined.hasEnemy NTNcombined.JohnOfTheSanhedrin
NTNcombined.Priscilla NTNcombined.knows NTNcombined.MaryWifeOfClopas
NTNcombined.Naphtali NTNcombined.childOf NTNcombined.Jacob
NTNcombined.AlexanderOfTheSanhedrin NTNcombined.knows NTNcombined.Felix
NTNcombined.Neri NTNcombined.relativeOf NTNcombined.Gad
NTNcombined.Judea NTNcombined.visitedPlaceOf NTNcombined.Gideon
NTNcombined.Annas NTNcombined.relativeOf NTNcombined.Gamaliel
NTNcombined.JohnOfTheSanhedrin NTNcombined.collaboratesWith NTNcombined.JohnOfTheSanhedrin
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.MaryOfRome
NTNcombined.Jacob NTNcombined.relativeOf NTNcombined.Reuben
NTNcombined.Ephesus NTNcombined.residentPlaceOf NTNcombined.Tertius
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Sapphira
NTNcombined.Stephanas NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Apollonia NTNcombined.location NTNcombined.ThessalonicaGeodata
NTNcombined.TiberiusCaesar NTNcombined.knows NTNcombined.Paul
NTNcombined.Berea NTNcombined.visitedPlaceOf NTNcombined.Secundus
NTNcombined.Reuben NTNcombined.ethnicity NTNcombined.Jewish
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Lucius
NTNcombined.AnaniasTheHighPriest NTNcombined.enemyOf NTNcombined.JohnSonOfZebedee
NTNcombined.Salome NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Tabitha NTNcombined.knows NTNcombined.Paul
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Stephanas
NTNcombined.AnaniasTheHighPriest NTNcombined.collaboratesWith NTNcombined.AlexanderOfTheSanhedrin
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Tertius
NTNcombined.Ephesus NTNcombined.location NTNcombined.CorinthGeodata
NTNcombined.Hagar NTNcombined.spouseOf NTNcombined.Abraham
NTNcombined.Rachel NTNcombined.parentOf NTNcombined.Judah
NTNcombined.TyreGeodata NTNcombined.locationOf NTNcombined.Zarephath
NTNcombined.Gideon NTNcombined.relativeOf NTNcombined.Mary
NTNcombined.Lazarus NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Zarephath NTNcombined.location NTNcombined.SidonGeodata
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Jason
NTNcombined.JohntheBaptist NTNcombined.relativeOf NTNcombined.Gideon
NTNcombined.Paul NTNcombined.knows NTNcombined.JohnOfTheSanhedrin
NTNcombined.Stephanas NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Lucius NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.MaryOfRome NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Lazarus
NTNcombined.Hagar NTNcombined.antagonistOf NTNcombined.Hagar
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Susanna
NTNcombined.Ephesus NTNcombined.residentPlaceOf NTNcombined.GaiusOfCorinth
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.MaryMotherOfJohnMark
NTNcombined.SimonPeter NTNcombined.knows NTNcombined.AnaniasTheHighPriest
NTNcombined.Salome NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.JohnSonOfZebedee NTNcombined.hasEnemy NTNcombined.Gamaliel
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Lazarus
NTNcombined.Naphtali NTNcombined.relativeOf NTNcombined.Neri
NTNcombined.JohnOfTheSanhedrin NTNcombined.ethnicity NTNcombined.Levite
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Mary
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.SimonTheTanner
NTNcombined.AlexanderTheHeretic NTNcombined.possiblySamePersonAs NTNcombined.DemetriusTheSilversmith
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Fortunatus
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.GaiusOfMacedonia
NTNcombined.Herodion NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Jacob NTNcombined.parentOf NTNcombined.Issachar
NTNcombined.Priscilla NTNcombined.knows NTNcombined.GaiusOfDerbe
NTNcombined.GaiusTheBeloved NTNcombined.knows NTNcombined.Paul
NTNcombined.Caesarea NTNcombined.visitedPlaceOf NTNcombined.TiberiusCaesar
NTNcombined.ApolloniaGeodata NTNcombined.locationOf NTNcombined.Amphipolis
NTNcombined.Jacob NTNcombined.parentOf NTNcombined.Reuben
NTNcombined.Cornelius NTNcombined.visitedPlace NTNcombined.Caesarea
NTNcombined.Paul NTNcombined.knows NTNcombined.MaryOfBethany
NTNcombined.Zebulun NTNcombined.relativeOf NTNcombined.Neri
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Sapphira
NTNcombined.Tertullus NTNcombined.knows NTNcombined.JohnOfTheSanhedrin
NTNcombined.Isaac NTNcombined.childOf NTNcombined.Hagar
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Mary
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Damaris
NTNcombined.Sarah NTNcombined.knows NTNcombined.Abraham
NTNcombined.Ephesus NTNcombined.visitedPlaceOf NTNcombined.Sosipater
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.GaiusOfDerbe
NTNcombined.Phoebe NTNcombined.residentPlace NTNcombined.Canaan
NTNcombined.Syntyche NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Persis NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Mesopotamia NTNcombined.subregion NTNcombined.CaesareaPhilippi
NTNcombined.CaesarNero NTNcombined.residentPlace NTNcombined.Caesarea
NTNcombined.JohnOfTheSanhedrin NTNcombined.knows NTNcombined.Paul
NTNcombined.Jewish NTNcombined.ethnicityOf NTNcombined.Reuben
NTNcombined.Jacob NTNcombined.parentOf NTNcombined.Naphtali
NTNcombined.Priscilla NTNcombined.knows NTNcombined.GaiusOfMacedonia
NTNcombined.Neri NTNcombined.relativeOf NTNcombined.ManassehThePatriarch
NTNcombined.Tryphaena NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Susanna NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.CaesarNero NTNcombined.visitedPlace NTNcombined.Caesarea
NTNcombined.Paul NTNcombined.knows NTNcombined.Paul
NTNcombined.Levi NTNcombined.childOf NTNcombined.Jacob
NTNcombined.Hermogenes NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Ephesus NTNcombined.visitedPlaceOf NTNcombined.Jason
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Nympha
NTNcombined.Hagar NTNcombined.parentOf NTNcombined.Isaac
NTNcombined.Levite NTNcombined.ethnicityOf NTNcombined.AlexanderOfTheSanhedrin
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Tabitha
NTNcombined.Annas NTNcombined.knows NTNcombined.AlexanderOfTheSanhedrin
NTNcombined.CaesarAugustus NTNcombined.residentPlace NTNcombined.Caesarea
NTNcombined.Hagar NTNcombined.childOf NTNcombined.Terah
NTNcombined.Sosipater NTNcombined.knows NTNcombined.Paul
NTNcombined.Achaicus NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Isaac NTNcombined.relativeOf NTNcombined.Hagar
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Secundus
NTNcombined.Ephesus NTNcombined.visitedPlaceOf NTNcombined.Tertius
NTNcombined.MaryOfBethany NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.JohnOfTheSanhedrin NTNcombined.knows NTNcombined.Felix
NTNcombined.Jason NTNcombined.visitedPlace NTNcombined.Ephesus
NTNcombined.Amphipolis NTNcombined.location NTNcombined.BereaGeodata
NTNcombined.Paul NTNcombined.knows NTNcombined.Sapphira
NTNcombined.AnaniasTheHighPriest NTNcombined.collaboratesWith NTNcombined.Annas
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Syntyche
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Sosipater
NTNcombined.Clement NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Olympas
NTNcombined.Ephesus NTNcombined.residentPlaceOf NTNcombined.Stephanas
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Patrobas
NTNcombined.Hagar NTNcombined.antagonistOf NTNcombined.Abraham
NTNcombined.JohnSonOfZebedee NTNcombined.knows NTNcombined.AnaniasTheHighPriest
NTNcombined.Jason NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.GaiusTheBeloved NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Hermogenes NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.CorinthGeodata NTNcombined.locationOf NTNcombined.Ephesus
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.MaryMotherOfJohnMark
NTNcombined.ThessalonicaGeodata NTNcombined.locationOf NTNcombined.Berea
NTNcombined.Tertius NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Paul NTNcombined.residentPlace NTNcombined.Corinth
NTNcombined.Mary NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Jacob NTNcombined.parentOf NTNcombined.Levi
NTNcombined.AlexanderOfTheSanhedrin NTNcombined.collaboratesWith NTNcombined.Annas
NTNcombined.Sosipater NTNcombined.knows NTNcombined.Priscilla
NTNcombined.CaesarAugustus NTNcombined.visitedPlace NTNcombined.Caesarea
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Nympha
NTNcombined.Tertullus NTNcombined.knows NTNcombined.AlexanderOfTheSanhedrin
NTNcombined.Sosipater NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Achaicus NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.AnaniasTheHighPriest NTNcombined.knows NTNcombined.Annas
NTNcombined.Caesarea NTNcombined.residentPlaceOf NTNcombined.Gallio
NTNcombined.Haran NTNcombined.location NTNcombined.SidonGeodata
NTNcombined.Timothy NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Abraham NTNcombined.spouseOf NTNcombined.Abraham
NTNcombined.AlexanderOfTheSanhedrin NTNcombined.collaboratesWith NTNcombined.AlexanderOfTheSanhedrin
NTNcombined.AnaniasTheHighPriest NTNcombined.relativeOf NTNcombined.Annas
NTNcombined.Hagar NTNcombined.hasAntagonist NTNcombined.Abraham
NTNcombined.SidonGeodata NTNcombined.locationOf NTNcombined.CaesareaPhilippi
NTNcombined.Secundus NTNcombined.visitedPlace NTNcombined.Amphipolis
NTNcombined.Caesarea NTNcombined.visitedPlaceOf NTNcombined.Cornelius
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.GaiusOfMacedonia
NTNcombined.AmphipolisGeodata NTNcombined.locationOf NTNcombined.Apollonia
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Sapphira
NTNcombined.GaiusOfCorinth NTNcombined.residentPlace NTNcombined.Ephesus
NTNcombined.Euodia NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Tabitha NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.BereaGeodata NTNcombined.locationOf NTNcombined.Apollonia
NTNcombined.AnaniasTheHighPriest NTNcombined.collaboratesWith NTNcombined.JohnOfTheSanhedrin
NTNcombined.Ephesus NTNcombined.residentPlaceOf NTNcombined.Lucius
NTNcombined.Claudia NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Timothy NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Joanna
NTNcombined.Tryphosa NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Annas NTNcombined.collaboratesWith NTNcombined.AlexanderOfTheSanhedrin
NTNcombined.Ephesus NTNcombined.residentPlaceOf NTNcombined.Timothy
NTNcombined.Damaris NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Annas NTNcombined.collaboratesWith NTNcombined.AnaniasTheHighPriest
NTNcombined.JohnOfTheSanhedrin NTNcombined.knows NTNcombined.AnaniasTheHighPriest
NTNcombined.Secundus NTNcombined.residentPlace NTNcombined.Amphipolis
NTNcombined.Paul NTNcombined.hasEnemy NTNcombined.AlexanderOfTheSanhedrin
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Secundus
NTNcombined.DemetriusTheSilversmith NTNcombined.possiblySamePersonAs NTNcombined.AlexanderTheHeretic
NTNcombined.Apphia NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Abraham NTNcombined.antagonistOf NTNcombined.Sarah
NTNcombined.Lois NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Paul NTNcombined.knows NTNcombined.Tabitha
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Persis
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Lois
NTNcombined.Tyre NTNcombined.location NTNcombined.SidonGeodata
NTNcombined.Jewish NTNcombined.ethnicityOf NTNcombined.Naphtali
NTNcombined.Levite NTNcombined.ethnicityOf NTNcombined.JohnOfTheSanhedrin
NTNcombined.TiberiusCaesar NTNcombined.visitedPlace NTNcombined.Caesarea
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Damaris
NTNcombined.Annas NTNcombined.relativeOf NTNcombined.AnaniasTheHighPriest
NTNcombined.MaryMagdalene NTNcombined.knows NTNcombined.Paul
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Euodia
NTNcombined.Paul NTNcombined.knows NTNcombined.Sosipater
NTNcombined.GaiusOfCorinth NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Mary NTNcombined.knows NTNcombined.Priscilla
NTNcombined.SimonTheTanner NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.ApolloniaGeodata NTNcombined.locationOf NTNcombined.Berea
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Secundus
NTNcombined.Phlegon NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Apelles
NTNcombined.Ampliatus NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Abraham NTNcombined.knows NTNcombined.Sarah
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Lois
NTNcombined.Secundus NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Lucius NTNcombined.residentPlace NTNcombined.Ephesus
NTNcombined.Jason NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Syntyche NTNcombined.knows NTNcombined.Priscilla
NTNcombined.MaryMotherOfJohnMark NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Lucius NTNcombined.visitedPlace NTNcombined.Ephesus
NTNcombined.Mary NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Paul NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Aquila
NTNcombined.Priscilla NTNcombined.knows NTNcombined.MaryOfBethany
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Achaicus
NTNcombined.Paul NTNcombined.knows NTNcombined.Junia
NTNcombined.Salome NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Stephanas NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Asyncritus
NTNcombined.Tabitha NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Amphipolis NTNcombined.residentPlaceOf NTNcombined.Secundus
NTNcombined.Demetrius NTNcombined.possiblySamePersonAs NTNcombined.AlexanderTheCoppersmith
NTNcombined.Achaicus NTNcombined.knows NTNcombined.Priscilla
NTNcombined.CaesareaPhilippi NTNcombined.location NTNcombined.SidonGeodata
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Hermogenes
NTNcombined.Jewish NTNcombined.ethnicityOf NTNcombined.Issachar
NTNcombined.Haran NTNcombined.location NTNcombined.CaesareaPhilippiGeodata
NTNcombined.Paul NTNcombined.knows NTNcombined.Lois
NTNcombined.RufusOfRome NTNcombined.knows NTNcombined.Priscilla
NTNcombined.MaryWifeOfClopas NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Lucius
NTNcombined.Lydia NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Corinth NTNcombined.visitedPlaceOf NTNcombined.Aristarchus
NTNcombined.AlexanderOfTheSanhedrin NTNcombined.collaboratesWith NTNcombined.AnaniasTheHighPriest
NTNcombined.AnaniasTheHighPriest NTNcombined.knows NTNcombined.AlexanderOfTheSanhedrin
NTNcombined.GaiusTheBeloved NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Mary NTNcombined.knows NTNcombined.Paul
NTNcombined.Felix NTNcombined.knows NTNcombined.JohnOfTheSanhedrin
NTNcombined.Cornelius NTNcombined.residentPlace NTNcombined.Caesarea
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Lucius
NTNcombined.Stachys NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Caesarea NTNcombined.visitedPlaceOf NTNcombined.CaesarNero
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Phlegon
NTNcombined.Berea NTNcombined.location NTNcombined.ThessalonicaGeodata
NTNcombined.Zechariah NTNcombined.spouseOf NTNcombined.Gideon
NTNcombined.GaiusOfMacedonia NTNcombined.knows NTNcombined.Priscilla
NTNcombined.MaryWifeOfClopas NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Timothy NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Salome
NTNcombined.SidonGeodata NTNcombined.locationOf NTNcombined.Zarephath
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.SimonTheTanner
NTNcombined.HaranGeodata NTNcombined.locationOf NTNcombined.CaesareaPhilippi
NTNcombined.Caesarea NTNcombined.residentPlaceOf NTNcombined.Cornelius
NTNcombined.Tertius NTNcombined.knows NTNcombined.Priscilla
NTNcombined.MaryOfBethany NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Syntyche NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Hagar NTNcombined.ethnicity NTNcombined.Jewish
NTNcombined.AlexanderTheCoppersmith NTNcombined.possiblySamePersonAs NTNcombined.Demetrius
NTNcombined.Nympha NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Paul NTNcombined.knows NTNcombined.Mary
NTNcombined.MaryWifeOfClopas NTNcombined.knows NTNcombined.Paul
NTNcombined.Fortunatus NTNcombined.residentPlace NTNcombined.Ephesus
NTNcombined.Priscilla NTNcombined.knows NTNcombined.GaiusTheBeloved
NTNcombined.Felix NTNcombined.knows NTNcombined.AlexanderOfTheSanhedrin
NTNcombined.Apollonia NTNcombined.visitedPlaceOf NTNcombined.Secundus
NTNcombined.Berea NTNcombined.location NTNcombined.ApolloniaGeodata
NTNcombined.Tabitha NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Tertius
NTNcombined.GaiusOfDerbe NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Gideon NTNcombined.visitedPlace NTNcombined.Judea
NTNcombined.Philemon NTNcombined.spouseOf NTNcombined.Philemon
NTNcombined.Joanna NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Susanna
NTNcombined.Paul NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Tabitha
NTNcombined.Fortunatus NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Philologus
NTNcombined.Joanna NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.MaryMagdalene
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Achaicus
NTNcombined.Jacob NTNcombined.relativeOf NTNcombined.Naphtali
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.MaryMagdalene
NTNcombined.Corinth NTNcombined.location NTNcombined.EphesusGeodata
NTNcombined.CaesareaPhilippiGeodata NTNcombined.locationOf NTNcombined.Sidon
NTNcombined.Apphia NTNcombined.knows NTNcombined.Paul
NTNcombined.Issachar NTNcombined.relativeOf NTNcombined.Jacob
NTNcombined.SimonTheTanner NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.SimonTheTanner
NTNcombined.Damaris NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Syntyche
NTNcombined.Apphia NTNcombined.spouseOf NTNcombined.Apphia
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Achaicus
NTNcombined.Gamaliel NTNcombined.enemyOf NTNcombined.SimonPeter
NTNcombined.Ituraea NTNcombined.subregion NTNcombined.Haran
NTNcombined.Lucius NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Damaris
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Lazarus
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Jason NTNcombined.residentPlace NTNcombined.Ephesus
NTNcombined.Paul NTNcombined.knows NTNcombined.Lazarus
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Hermogenes
NTNcombined.Paul NTNcombined.knows NTNcombined.Susanna
NTNcombined.Corinth NTNcombined.visitedPlaceOf NTNcombined.GaiusOfMacedonia
NTNcombined.MaryOfBethany NTNcombined.knows NTNcombined.Paul
NTNcombined.Judea NTNcombined.nativePlaceOf NTNcombined.Gideon
NTNcombined.Hagar NTNcombined.spouseOf NTNcombined.Sarah
NTNcombined.SimonTheTanner NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Susanna NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.AlexanderOfTheSanhedrin NTNcombined.collaboratesWith NTNcombined.Tertullus
NTNcombined.Lazarus NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Claudia
NTNcombined.SimonPeter NTNcombined.hasEnemy NTNcombined.AnaniasTheHighPriest
NTNcombined.Philologus NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Aquila NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Damaris NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Timothy
NTNcombined.Jason NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.MaryOfBethany
NTNcombined.Asyncritus NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Susanna NTNcombined.knows NTNcombined.Priscilla
NTNcombined.Canaan NTNcombined.visitedPlaceOf NTNcombined.Phoebe
NTNcombined.Caesarea NTNcombined.visitedPlaceOf NTNcombined.Gallio
NTNcombined.Hermogenes NTNcombined.collaboratesWith NTNcombined.Paul
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Stephanas
NTNcombined.Hermogenes NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.Elisha NTNcombined.knows NTNcombined.Tertius
NTNcombined.Sosipater NTNcombined.residentPlace NTNcombined.Ephesus
NTNcombined.Achaicus NTNcombined.residentPlace NTNcombined.Ephesus
NTNcombined.Canaan NTNcombined.residentPlaceOf NTNcombined.Phoebe
NTNcombined.Rome NTNcombined.residentPlaceOf NTNcombined.Mary
NTNcombined.Lois NTNcombined.knows NTNcombined.Paul
NTNcombined.MaryWifeOfClopas NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Naphtali NTNcombined.ethnicity NTNcombined.Jewish
NTNcombined.Moses NTNcombined.ethnicity NTNcombined.Jewish
NTNcombined.MaryMotherOfJohnMark NTNcombined.visitedPlace NTNcombined.Rome
NTNcombined.GaiusOfDerbe NTNcombined.residentPlace NTNcombined.Rome
NTNcombined.Priscilla NTNcombined.knows NTNcombined.Jason
NTNcombined.Jewish NTNcombined.ethnicityOf NTNcombined.Hagar
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.Hermogenes
NTNcombined.Jewish NTNcombined.ethnicityOf NTNcombined.AnaniasTheHighPriest
NTNcombined.Rome NTNcombined.visitedPlaceOf NTNcombined.MaryOfBethany
NTNcombined.Paul NTNcombined.collaboratesWith NTNcombined.Herodion
NTNcombined.GaiusOfMacedonia NTNcombined.visitedPlace NTNcombined.Corinth
