====================================================== Fold 0: 
glycolysis.physicalEntityParticipant29 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant105
glycolysis.unificationXref201 glycolysis.XREF glycolysis.unificationXref101
glycolysis.unificationXref48 glycolysis.ORGANISM glycolysis.relationshipXref258
glycolysis.unificationXref257 glycolysis.ORGANISM glycolysis.unificationXref197
glycolysis.unificationXref48 glycolysis.XREF glycolysis.biochemicalReaction13
glycolysis.unificationXref128 glycolysis.XREF glycolysis.unificationXref52
glycolysis.catalysis83 glycolysis.PARTICIPANTS glycolysis.modulation310
glycolysis.chemicalStructure183 glycolysis.XREF glycolysis.unificationXref87
glycolysis.unificationXref198 glycolysis.XREF glycolysis.chemicalStructure176
glycolysis.modulation308 glycolysis.XREF glycolysis.unificationXref31
glycolysis.chemicalStructure135 glycolysis.XREF glycolysis.chemicalStructure176
glycolysis.physicalEntityParticipant110 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant240
glycolysis.smallMolecule30 glycolysis.ORGANISM glycolysis.relationshipXref46
glycolysis.unificationXref286 glycolysis.ORGANISM glycolysis.unificationXref126
glycolysis.unificationXref143 glycolysis.ORGANISM glycolysis.smallMolecule247
glycolysis.unificationXref87 glycolysis.STRUCTURE glycolysis.chemicalStructure88
glycolysis.unificationXref128 glycolysis.XREF glycolysis.unificationXref100
glycolysis.unificationXref200 glycolysis.ORGANISM glycolysis.unificationXref130
glycolysis.unificationXref187 glycolysis.XREF glycolysis.chemicalStructure176
glycolysis.openControlledVocabulary40 glycolysis.XREF glycolysis.unificationXref18
glycolysis.publicationXref15 glycolysis.XREF glycolysis.unificationXref144
glycolysis.modulation316 glycolysis.CONTROLLED glycolysis.publicationXref220
glycolysis.modulation215 glycolysis.PARTICIPANTS glycolysis.catalysis189
glycolysis.unificationXref257 glycolysis.ORGANISM glycolysis.unificationXref143
glycolysis.modulation316 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant312
glycolysis.smallMolecule106 glycolysis.XREF glycolysis.unificationXref227
glycolysis.protein209 glycolysis.XREF glycolysis.unificationXref47
glycolysis.smallMolecule155 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule149
glycolysis.unificationXref52 glycolysis.XREF glycolysis.chemicalStructure176
glycolysis.unificationXref257 glycolysis.ORGANISM glycolysis.unificationXref225
glycolysis.smallMolecule149 glycolysis.XREF glycolysis.unificationXref47
glycolysis.chemicalStructure35 glycolysis.XREF glycolysis.unificationXref49
glycolysis.unificationXref156 glycolysis.XREF glycolysis.unificationXref197
glycolysis.unificationXref287 glycolysis.XREF glycolysis.unificationXref286
glycolysis.biochemicalReaction295 glycolysis.XREF glycolysis.unificationXref59
glycolysis.unificationXref69 glycolysis.XREF glycolysis.relationshipXref223
glycolysis.relationshipXref46 glycolysis.XREF glycolysis.smallMolecule106
glycolysis.unificationXref151 glycolysis.ORGANISM glycolysis.unificationXref125
glycolysis.unificationXref231 glycolysis.XREF glycolysis.chemicalStructure88
glycolysis.smallMolecule262 glycolysis.PHYSICAL-ENTITY glycolysis.biochemicalReaction295
glycolysis.physicalEntityParticipant289 glycolysis.RIGHT glycolysis.physicalEntityParticipant188
glycolysis.chemicalStructure112 glycolysis.XREF glycolysis.chemicalStructure35
glycolysis.unificationXref31 glycolysis.XREF glycolysis.unificationXref144
glycolysis.physicalEntityParticipant71 glycolysis.PHYSICAL-ENTITY glycolysis.protein66
glycolysis.modulation308 glycolysis.CONTROLLED glycolysis.catalysis293
glycolysis.relationshipXref131 glycolysis.ORGANISM glycolysis.unificationXref47
glycolysis.unificationXref279 glycolysis.ORGANISM glycolysis.physicalEntityParticipant110
glycolysis.smallMolecule86 glycolysis.ORGANISM glycolysis.unificationXref130
glycolysis.unificationXref41 glycolysis.XREF glycolysis.physicalEntityParticipant208
glycolysis.publicationXref12 glycolysis.PHYSICAL-ENTITY glycolysis.protein290
glycolysis.unificationXref197 glycolysis.XREF glycolysis.publicationXref193
glycolysis.physicalEntityParticipant323 glycolysis.PARTICIPANTS glycolysis.modulation302
glycolysis.physicalEntityParticipant90 glycolysis.PARTICIPANTS glycolysis.catalysis2
glycolysis.physicalEntityParticipant184 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant61
glycolysis.unificationXref199 glycolysis.XREF glycolysis.modulation308
glycolysis.protein221 glycolysis.PHYSICAL-ENTITY glycolysis.publicationXref9
glycolysis.unificationXref272 glycolysis.XREF glycolysis.unificationXref117
glycolysis.unificationXref101 glycolysis.XREF glycolysis.unificationXref69
glycolysis.physicalEntityParticipant110 glycolysis.ORGANISM glycolysis.unificationXref253
glycolysis.chemicalStructure150 glycolysis.ORGANISM glycolysis.unificationXref198
glycolysis.complex265 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant29
glycolysis.smallMolecule160 glycolysis.XREF glycolysis.chemicalStructure88
glycolysis.unificationXref252 glycolysis.XREF glycolysis.complex191
glycolysis.protein284 glycolysis.CELLULAR-LOCATION glycolysis.physicalEntityParticipant188
glycolysis.physicalEntityParticipant281 glycolysis.RIGHT glycolysis.physicalEntityParticipant177
glycolysis.unificationXref252 glycolysis.ORGANISM glycolysis.smallMolecule19
glycolysis.unificationXref224 glycolysis.ORGANISM glycolysis.smallMolecule262
glycolysis.unificationXref272 glycolysis.XREF glycolysis.relationshipXref142
glycolysis.physicalEntityParticipant85 glycolysis.PHYSICAL-ENTITY glycolysis.protein196
glycolysis.chemicalStructure135 glycolysis.XREF glycolysis.unificationXref127
glycolysis.smallMolecule304 glycolysis.XREF glycolysis.unificationXref128
glycolysis.chemicalStructure186 glycolysis.XREF glycolysis.publicationXref170
glycolysis.unificationXref270 glycolysis.COMPONENTS glycolysis.chemicalStructure135
glycolysis.unificationXref224 glycolysis.ORGANISM glycolysis.unificationXref287
glycolysis.unificationXref227 glycolysis.XREF glycolysis.unificationXref127
glycolysis.chemicalStructure28 glycolysis.XREF glycolysis.physicalEntityParticipant180
glycolysis.complex282 glycolysis.COMPONENTS glycolysis.unificationXref151
glycolysis.chemicalStructure35 glycolysis.STRUCTURE glycolysis.chemicalStructure150
glycolysis.chemicalStructure88 glycolysis.XREF glycolysis.unificationXref52
glycolysis.protein66 glycolysis.ORGANISM glycolysis.unificationXref252
glycolysis.physicalEntityParticipant261 glycolysis.PHYSICAL-ENTITY glycolysis.protein66
glycolysis.smallMolecule218 glycolysis.XREF glycolysis.relationshipXref223
glycolysis.unificationXref224 glycolysis.XREF glycolysis.unificationXref210
glycolysis.catalysis83 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant22
glycolysis.physicalEntityParticipant61 glycolysis.XREF glycolysis.unificationXref127
glycolysis.catalysis83 glycolysis.PARTICIPANTS glycolysis.modulation237
glycolysis.relationshipXref266 glycolysis.XREF glycolysis.unificationXref254
glycolysis.unificationXref52 glycolysis.XREF glycolysis.chemicalStructure88
glycolysis.chemicalStructure157 glycolysis.ORGANISM glycolysis.unificationXref286
glycolysis.modulation318 glycolysis.CONTROLLER glycolysis.publicationXref259
glycolysis.smallMolecule134 glycolysis.XREF glycolysis.chemicalStructure35
glycolysis.unificationXref124 glycolysis.ORGANISM glycolysis.unificationXref143
glycolysis.unificationXref100 glycolysis.ORGANISM glycolysis.smallMolecule34
glycolysis.biochemicalReaction56 glycolysis.PARTICIPANTS glycolysis.publicationXref322
glycolysis.smallMolecule86 glycolysis.PHYSICAL-ENTITY glycolysis.openControlledVocabulary40
glycolysis.smallMolecule178 glycolysis.PHYSICAL-ENTITY glycolysis.complex38
glycolysis.unificationXref101 glycolysis.XREF glycolysis.unificationXref287
glycolysis.publicationXref192 glycolysis.ORGANISM glycolysis.unificationXref126
glycolysis.physicalEntityParticipant65 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant177
glycolysis.unificationXref252 glycolysis.XREF glycolysis.unificationXref118
glycolysis.smallMolecule174 glycolysis.CELLULAR-LOCATION glycolysis.openControlledVocabulary40
glycolysis.unificationXref36 glycolysis.STRUCTURE glycolysis.complex282
glycolysis.physicalEntityParticipant37 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule229
glycolysis.protein66 glycolysis.ORGANISM glycolysis.unificationXref197
glycolysis.modulation317 glycolysis.XREF glycolysis.unificationXref255
glycolysis.unificationXref151 glycolysis.COMPONENTS glycolysis.smallMolecule160
glycolysis.smallMolecule301 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant114
glycolysis.smallMolecule247 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant228
glycolysis.unificationXref144 glycolysis.XREF glycolysis.unificationXref117
glycolysis.physicalEntityParticipant61 glycolysis.XREF glycolysis.unificationXref287
glycolysis.unificationXref211 glycolysis.XREF glycolysis.publicationXref192
glycolysis.unificationXref87 glycolysis.XREF glycolysis.complex191
glycolysis.biochemicalReaction56 glycolysis.CONTROLLER glycolysis.publicationXref239
glycolysis.unificationXref146 glycolysis.XREF glycolysis.unificationXref89
glycolysis.chemicalStructure176 glycolysis.XREF glycolysis.unificationXref144
glycolysis.relationshipXref214 glycolysis.XREF glycolysis.chemicalStructure230
glycolysis.publicationXref220 glycolysis.PARTICIPANTS glycolysis.catalysis189
glycolysis.physicalEntityParticipant33 glycolysis.PARTICIPANTS glycolysis.catalysis55
glycolysis.unificationXref127 glycolysis.ORGANISM glycolysis.unificationXref278
glycolysis.modulation316 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant300
glycolysis.physicalEntityParticipant190 glycolysis.XREF glycolysis.unificationXref126
glycolysis.unificationXref227 glycolysis.XREF glycolysis.smallMolecule160
glycolysis.chemicalStructure88 glycolysis.XREF glycolysis.unificationXref270
glycolysis.physicalEntityParticipant162 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction56
glycolysis.smallMolecule218 glycolysis.PHYSICAL-ENTITY glycolysis.complex265
glycolysis.publicationXref322 glycolysis.XREF glycolysis.protein141
glycolysis.unificationXref89 glycolysis.XREF glycolysis.biochemicalReaction295
glycolysis.physicalEntityParticipant177 glycolysis.XREF glycolysis.relationshipXref142
glycolysis.smallMolecule91 glycolysis.ORGANISM glycolysis.relationshipXref131
glycolysis.unificationXref125 glycolysis.XREF glycolysis.unificationXref201
glycolysis.bioSource43 glycolysis.ORGANISM glycolysis.complex96
glycolysis.chemicalStructure179 glycolysis.STRUCTURE glycolysis.unificationXref119
glycolysis.catalysis2 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant312
glycolysis.biochemicalReaction260 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant180
glycolysis.complex265 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule115
glycolysis.physicalEntityParticipant303 glycolysis.PARTICIPANTS glycolysis.modulation158
glycolysis.publicationXref239 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant173
glycolysis.protein141 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant110
glycolysis.protein284 glycolysis.XREF glycolysis.chemicalStructure88
glycolysis.complex121 glycolysis.ORGANISM glycolysis.unificationXref202
glycolysis.unificationXref144 glycolysis.XREF glycolysis.chemicalStructure93
glycolysis.relationshipXref223 glycolysis.XREF glycolysis.modulation237
glycolysis.relationshipXref258 glycolysis.XREF glycolysis.smallMolecule234
glycolysis.unificationXref256 glycolysis.XREF glycolysis.chemicalStructure219
glycolysis.modulation216 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant29
glycolysis.physicalEntityParticipant90 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction13
glycolysis.unificationXref231 glycolysis.XREF glycolysis.relationshipXref142
glycolysis.chemicalStructure157 glycolysis.STRUCTURE glycolysis.unificationXref182
glycolysis.unificationXref124 glycolysis.XREF glycolysis.unificationXref127
glycolysis.relationshipXref223 glycolysis.XREF glycolysis.physicalEntityParticipant261
glycolysis.unificationXref44 glycolysis.CELLULAR-LOCATION glycolysis.protein42
glycolysis.chemicalStructure236 glycolysis.ORGANISM glycolysis.unificationXref45
glycolysis.publicationXref94 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant184
glycolysis.unificationXref211 glycolysis.XREF glycolysis.chemicalStructure219
glycolysis.unificationXref87 glycolysis.XREF glycolysis.modulation318
glycolysis.biochemicalReaction260 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant233
glycolysis.physicalEntityParticipant37 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction56
glycolysis.unificationXref235 glycolysis.COMPONENTS glycolysis.unificationXref249
glycolysis.publicationXref11 glycolysis.XREF glycolysis.publicationXref322
glycolysis.physicalEntityParticipant300 glycolysis.CONTROLLED glycolysis.publicationXref239
glycolysis.smallMolecule106 glycolysis.PHYSICAL-ENTITY glycolysis.publicationXref94
glycolysis.unificationXref36 glycolysis.XREF glycolysis.smallMolecule134
glycolysis.unificationXref41 glycolysis.XREF glycolysis.unificationXref197
glycolysis.publicationXref222 glycolysis.XREF glycolysis.unificationXref143
glycolysis.physicalEntityParticipant162 glycolysis.CONTROLLER glycolysis.modulation318
glycolysis.biochemicalReaction84 glycolysis.PARTICIPANTS glycolysis.catalysis189
glycolysis.modulation302 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant16
glycolysis.unificationXref127 glycolysis.XREF glycolysis.physicalEntityParticipant120
glycolysis.unificationXref225 glycolysis.ORGANISM glycolysis.smallMolecule106
glycolysis.physicalEntityParticipant95 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant85
glycolysis.physicalEntityParticipant177 glycolysis.XREF glycolysis.unificationXref257
glycolysis.physicalEntityParticipant37 glycolysis.XREF glycolysis.chemicalStructure28
glycolysis.unificationXref256 glycolysis.XREF glycolysis.unificationXref254
glycolysis.unificationXref286 glycolysis.ORGANISM glycolysis.complex282
glycolysis.protein196 glycolysis.XREF glycolysis.relationshipXref223
glycolysis.unificationXref18 glycolysis.ORGANISM glycolysis.relationshipXref142
glycolysis.complex265 glycolysis.XREF glycolysis.unificationXref267
glycolysis.physicalEntityParticipant228 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant233
glycolysis.publicationXref192 glycolysis.XREF glycolysis.unificationXref271
glycolysis.catalysis189 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant233
glycolysis.unificationXref18 glycolysis.XREF glycolysis.unificationXref52
glycolysis.unificationXref213 glycolysis.XREF glycolysis.unificationXref270
glycolysis.physicalEntityParticipant95 glycolysis.PARTICIPANTS glycolysis.modulation104
glycolysis.smallMolecule301 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant85
glycolysis.chemicalStructure236 glycolysis.XREF glycolysis.unificationXref130
glycolysis.chemicalStructure93 glycolysis.XREF glycolysis.unificationXref127
glycolysis.physicalEntityParticipant114 glycolysis.PHYSICAL-ENTITY glycolysis.complex191
glycolysis.smallMolecule160 glycolysis.XREF glycolysis.unificationXref245
glycolysis.publicationXref3 glycolysis.RIGHT glycolysis.physicalEntityParticipant177
glycolysis.smallMolecule304 glycolysis.CELLULAR-LOCATION glycolysis.protein98
glycolysis.unificationXref249 glycolysis.XREF glycolysis.relationshipXref223
glycolysis.physicalEntityParticipant95 glycolysis.PARTICIPANTS glycolysis.publicationXref280
glycolysis.publicationXref4 glycolysis.XREF glycolysis.unificationXref89
glycolysis.protein284 glycolysis.XREF glycolysis.unificationXref201
glycolysis.unificationXref70 glycolysis.XREF glycolysis.unificationXref52
glycolysis.unificationXref201 glycolysis.XREF glycolysis.complex38
glycolysis.physicalEntityParticipant303 glycolysis.PARTICIPANTS glycolysis.catalysis207
glycolysis.physicalEntityParticipant5 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant323
glycolysis.publicationXref244 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant233
glycolysis.unificationXref48 glycolysis.ORGANISM glycolysis.unificationXref130
glycolysis.publicationXref193 glycolysis.XREF glycolysis.unificationXref130
glycolysis.publicationXref220 glycolysis.CONTROLLED glycolysis.catalysis238
glycolysis.protein221 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant208
glycolysis.unificationXref70 glycolysis.XREF glycolysis.physicalEntityParticipant281
glycolysis.unificationXref201 glycolysis.XREF glycolysis.publicationXref11
glycolysis.publicationXref15 glycolysis.XREF glycolysis.unificationXref126
glycolysis.smallMolecule111 glycolysis.PARTICIPANTS glycolysis.publicationXref239
glycolysis.complex241 glycolysis.ORGANISM glycolysis.unificationXref47
glycolysis.unificationXref227 glycolysis.XREF glycolysis.relationshipXref214
glycolysis.physicalEntityParticipant177 glycolysis.PHYSICAL-ENTITY glycolysis.protein221
glycolysis.chemicalStructure28 glycolysis.STRUCTURE glycolysis.complex38
glycolysis.smallMolecule111 glycolysis.ORGANISM glycolysis.unificationXref252
glycolysis.unificationXref267 glycolysis.ORGANISM glycolysis.complex139
glycolysis.unificationXref144 glycolysis.XREF glycolysis.unificationXref246
glycolysis.physicalEntityParticipant120 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant281
glycolysis.smallMolecule134 glycolysis.XREF glycolysis.chemicalStructure53
glycolysis.chemicalStructure179 glycolysis.XREF glycolysis.smallMolecule301
glycolysis.relationshipXref214 glycolysis.XREF glycolysis.unificationXref52
glycolysis.unificationXref278 glycolysis.ORGANISM glycolysis.chemicalStructure135
glycolysis.chemicalStructure53 glycolysis.STRUCTURE glycolysis.unificationXref89
glycolysis.unificationXref45 glycolysis.ORGANISM glycolysis.unificationXref128
glycolysis.unificationXref256 glycolysis.XREF glycolysis.unificationXref292
glycolysis.chemicalStructure183 glycolysis.STRUCTURE glycolysis.chemicalStructure60
glycolysis.chemicalStructure186 glycolysis.XREF glycolysis.protein123
glycolysis.relationshipXref266 glycolysis.XREF glycolysis.chemicalStructure32
glycolysis.smallMolecule51 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule149
glycolysis.publicationXref239 glycolysis.PARTICIPANTS glycolysis.pathwayStep82
glycolysis.unificationXref272 glycolysis.XREF glycolysis.chemicalStructure32
glycolysis.unificationXref235 glycolysis.XREF glycolysis.unificationXref252
glycolysis.physicalEntityParticipant184 glycolysis.XREF glycolysis.relationshipXref142
glycolysis.publicationXref9 glycolysis.PHYSICAL-ENTITY glycolysis.protein196
glycolysis.unificationXref144 glycolysis.XREF glycolysis.unificationXref87
glycolysis.unificationXref87 glycolysis.XREF glycolysis.unificationXref199
glycolysis.physicalEntityParticipant188 glycolysis.RIGHT glycolysis.physicalEntityParticipant61
glycolysis.unificationXref252 glycolysis.XREF glycolysis.unificationXref211
glycolysis.catalysis293 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction205
glycolysis.biochemicalReaction295 glycolysis.XREF glycolysis.unificationXref129
glycolysis.unificationXref231 glycolysis.XREF glycolysis.unificationXref197
glycolysis.publicationXref12 glycolysis.XREF glycolysis.unificationXref257
glycolysis.unificationXref235 glycolysis.COMPONENTS glycolysis.chemicalStructure112
glycolysis.unificationXref156 glycolysis.XREF glycolysis.unificationXref130
glycolysis.complex282 glycolysis.PHYSICAL-ENTITY glycolysis.complex139
glycolysis.smallMolecule51 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule155
glycolysis.physicalEntityParticipant228 glycolysis.CONTROLLER glycolysis.catalysis238
glycolysis.unificationXref253 glycolysis.ORGANISM glycolysis.complex265
glycolysis.protein209 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule27
glycolysis.complex265 glycolysis.PHYSICAL-ENTITY glycolysis.protein196
glycolysis.modulation316 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant323
glycolysis.modulation232 glycolysis.CONTROLLER glycolysis.publicationXref94
glycolysis.smallMolecule247 glycolysis.ORGANISM glycolysis.unificationXref197
glycolysis.physicalEntityParticipant22 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant105
glycolysis.catalysis2 glycolysis.PARTICIPANTS glycolysis.publicationXref239
glycolysis.modulation308 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant312
glycolysis.relationshipXref223 glycolysis.XREF glycolysis.unificationXref255
glycolysis.publicationXref4 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule304
glycolysis.publicationXref280 glycolysis.CONTROLLED glycolysis.modulation232
glycolysis.smallMolecule247 glycolysis.ORGANISM glycolysis.unificationXref279
glycolysis.modulation310 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant173
glycolysis.protein141 glycolysis.CELLULAR-LOCATION glycolysis.protein221
glycolysis.chemicalStructure28 glycolysis.XREF glycolysis.physicalEntityParticipant323
glycolysis.unificationXref101 glycolysis.XREF glycolysis.publicationXref12
glycolysis.publicationXref12 glycolysis.RIGHT glycolysis.publicationXref15
glycolysis.unificationXref257 glycolysis.XREF glycolysis.unificationXref286
glycolysis.unificationXref175 glycolysis.XREF glycolysis.smallMolecule234
glycolysis.unificationXref125 glycolysis.ORGANISM glycolysis.smallMolecule234
glycolysis.chemicalStructure60 glycolysis.XREF glycolysis.unificationXref201
glycolysis.smallMolecule34 glycolysis.ORGANISM glycolysis.unificationXref257
glycolysis.modulation237 glycolysis.CONTROLLER glycolysis.modulation313
glycolysis.physicalEntityParticipant61 glycolysis.LEFT glycolysis.publicationXref15
glycolysis.biochemicalReaction13 glycolysis.XREF glycolysis.unificationXref146
glycolysis.catalysis238 glycolysis.CONTROLLED glycolysis.publicationXref220
glycolysis.chemicalStructure35 glycolysis.XREF glycolysis.modulation317
glycolysis.complex241 glycolysis.ORGANISM glycolysis.relationshipXref46
glycolysis.biochemicalReaction13 glycolysis.ORGANISM glycolysis.unificationXref99
glycolysis.unificationXref245 glycolysis.XREF glycolysis.chemicalStructure157
glycolysis.publicationXref14 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant180
glycolysis.biochemicalReaction205 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant162
glycolysis.physicalEntityParticipant281 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant184
glycolysis.unificationXref197 glycolysis.XREF glycolysis.chemicalStructure219
glycolysis.physicalEntityParticipant180 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule234
glycolysis.unificationXref257 glycolysis.ORGANISM glycolysis.unificationXref47
glycolysis.unificationXref286 glycolysis.XREF glycolysis.unificationXref128
glycolysis.chemicalStructure236 glycolysis.STRUCTURE glycolysis.unificationXref182
glycolysis.smallMolecule149 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule218
glycolysis.unificationXref36 glycolysis.XREF glycolysis.protein123
glycolysis.unificationXref117 glycolysis.STRUCTURE glycolysis.unificationXref231
glycolysis.relationshipXref46 glycolysis.XREF glycolysis.relationshipXref258
glycolysis.relationshipXref266 glycolysis.XREF glycolysis.unificationXref212
glycolysis.catalysis238 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant173
glycolysis.physicalEntityParticipant74 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant261
glycolysis.chemicalStructure176 glycolysis.XREF glycolysis.unificationXref286
glycolysis.chemicalStructure230 glycolysis.XREF glycolysis.protein42
glycolysis.physicalEntityParticipant90 glycolysis.PARTICIPANTS glycolysis.publicationXref3
glycolysis.smallMolecule115 glycolysis.CELLULAR-LOCATION glycolysis.protein98
glycolysis.unificationXref144 glycolysis.XREF glycolysis.complex241
glycolysis.publicationXref94 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant173
glycolysis.smallMolecule149 glycolysis.ORGANISM glycolysis.unificationXref279
glycolysis.unificationXref202 glycolysis.ORGANISM glycolysis.unificationXref286
glycolysis.publicationXref15 glycolysis.LEFT glycolysis.physicalEntityParticipant177
glycolysis.chemicalStructure186 glycolysis.XREF glycolysis.unificationXref118
glycolysis.unificationXref225 glycolysis.ORGANISM glycolysis.unificationXref127
glycolysis.smallMolecule247 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant233
glycolysis.complex241 glycolysis.ORGANISM glycolysis.unificationXref125
glycolysis.chemicalStructure20 glycolysis.XREF glycolysis.publicationXref322
glycolysis.unificationXref129 glycolysis.XREF glycolysis.unificationXref21
glycolysis.unificationXref129 glycolysis.XREF glycolysis.unificationXref270
glycolysis.unificationXref252 glycolysis.XREF glycolysis.smallMolecule304
glycolysis.unificationXref224 glycolysis.XREF glycolysis.unificationXref187
glycolysis.complex121 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule262
glycolysis.unificationXref182 glycolysis.STRUCTURE glycolysis.unificationXref117
glycolysis.unificationXref47 glycolysis.XREF glycolysis.smallMolecule106
glycolysis.unificationXref252 glycolysis.ORGANISM glycolysis.biochemicalReaction13
glycolysis.unificationXref202 glycolysis.ORGANISM glycolysis.protein209
glycolysis.unificationXref254 glycolysis.XREF glycolysis.physicalEntityParticipant184
glycolysis.unificationXref198 glycolysis.XREF glycolysis.unificationXref201
glycolysis.unificationXref253 glycolysis.XREF glycolysis.unificationXref257
glycolysis.unificationXref182 glycolysis.XREF glycolysis.unificationXref270
glycolysis.publicationXref280 glycolysis.PARTICIPANTS glycolysis.modulation317
glycolysis.unificationXref270 glycolysis.ORGANISM glycolysis.unificationXref99
glycolysis.physicalEntityParticipant159 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule149
glycolysis.unificationXref103 glycolysis.XREF glycolysis.unificationXref89
glycolysis.unificationXref212 glycolysis.XREF glycolysis.chemicalStructure116
glycolysis.physicalEntityParticipant188 glycolysis.XREF glycolysis.unificationXref89
glycolysis.unificationXref128 glycolysis.XREF glycolysis.physicalEntityParticipant37
glycolysis.relationshipXref223 glycolysis.ORGANISM glycolysis.smallMolecule304
glycolysis.catalysis2 glycolysis.PARTICIPANTS glycolysis.catalysis55
glycolysis.unificationXref47 glycolysis.ORGANISM glycolysis.unificationXref286
glycolysis.unificationXref18 glycolysis.STRUCTURE glycolysis.unificationXref235
glycolysis.modulation237 glycolysis.XREF glycolysis.unificationXref254
glycolysis.unificationXref187 glycolysis.XREF glycolysis.unificationXref200
glycolysis.publicationXref280 glycolysis.CONTROLLER glycolysis.biochemicalReaction56
glycolysis.catalysis207 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction260
glycolysis.physicalEntityParticipant22 glycolysis.XREF glycolysis.relationshipXref223
glycolysis.chemicalStructure88 glycolysis.XREF glycolysis.publicationXref203
glycolysis.smallMolecule149 glycolysis.ORGANISM glycolysis.relationshipXref258
glycolysis.physicalEntityParticipant173 glycolysis.LEFT glycolysis.physicalEntityParticipant188
glycolysis.publicationXref203 glycolysis.PARTICIPANTS glycolysis.publicationXref280
glycolysis.protein141 glycolysis.XREF glycolysis.unificationXref130
glycolysis.unificationXref119 glycolysis.XREF glycolysis.chemicalStructure135
glycolysis.protein42 glycolysis.PHYSICAL-ENTITY glycolysis.catalysis238
glycolysis.unificationXref197 glycolysis.XREF glycolysis.modulation318
glycolysis.smallMolecule91 glycolysis.COMPONENTS glycolysis.chemicalStructure135
glycolysis.unificationXref210 glycolysis.XREF glycolysis.bioSource43
glycolysis.unificationXref21 glycolysis.XREF glycolysis.publicationXref10
glycolysis.smallMolecule178 glycolysis.ORGANISM glycolysis.unificationXref224
glycolysis.smallMolecule134 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant16
glycolysis.protein196 glycolysis.PHYSICAL-ENTITY glycolysis.complex282
glycolysis.smallMolecule301 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant261
glycolysis.unificationXref44 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant37
glycolysis.publicationXref222 glycolysis.XREF glycolysis.chemicalStructure93
glycolysis.smallMolecule301 glycolysis.XREF glycolysis.unificationXref252
glycolysis.smallMolecule301 glycolysis.PHYSICAL-ENTITY glycolysis.complex75
